-0.00110878 | 9.09892e-05 | 0.00347893 | 
0.00109859 | 0.0289362 | 0.00450917 | 
-0.00752225 | -0.0193209 | -0.00221181 | 
0.0266129 | 0.0254155 | -0.00852678 | 
-0.00117232 | 0.000456553 | 0.00392461 | 
-0.0212817 | -0.0351326 | 0.00523488 | 
0.000113758 | -0.00178042 | 0.00136145 | 
0.000363619 | 0.00252869 | -0.00198035 | 
0.00250964 | -0.000392156 | -0.00984481 | 
0.0315083 | 0.0601399 | 0.0119042 | 
-0.00428217 | -0.0212811 | -0.00692427 | 
-0.0291274 | -0.0394497 | -0.00150582 | 
-0.00296023 | -0.00303849 | 0.00046282 | 
0.000767099 | 0.00180539 | 0.000285854 | 
