-0.00896937,-0.00852999,0.00128889,0.000269532,-0.000353097,0.00346611,
-0.0181477,-0.017315,0.00261035,0.000546118,-0.000715376,0.00701054,
-0.0263619,-0.024319,0.00372663,0.000777024,-0.00102098,0.0104926,
-0.0354913,-0.0331722,0.0050513,0.00105456,-0.00138426,0.014007,
-0.043852,-0.0404001,0.00619444,0.00129123,-0.00169738,0.0175209,
-0.0524338,-0.0487741,0.00743613,0.00155045,-0.00203779,0.0210169,
-0.0531913,-0.0495744,0.00755151,0.00157463,-0.00206961,0.0212626,
-0.0550682,-0.0516016,0.00784061,0.00163326,-0.0021512,0.0214208,
-0.0582205,-0.0546986,0.0082891,0.00172125,-0.00227756,0.0219482,
-0.0647074,-0.0598803,0.00911906,0.00188711,-0.00251016,0.0240837,
-0.0682045,-0.0633744,0.00962196,0.00198659,-0.00265162,0.0247251,
-0.131789,-0.14472,0.0200926,0.0042027,-0.00557207,0.0501649,
-0.196814,-0.227348,0.0307385,0.00645689,-0.00853767,0.0764558,
-0.259492,-0.309783,0.0411745,0.0086679,-0.0114481,0.101677,
-0.270181,-0.320859,0.0427519,0.00899204,-0.011885,0.105251,
-0.274265,-0.325189,0.0433588,0.00912179,-0.0120488,0.10671,
-0.277444,-0.328487,0.043824,0.00922098,-0.0121749,0.10789,
-0.281752,-0.333014,0.044462,0.00935799,-0.0123479,0.109439,
-0.287887,-0.339324,0.0453507,0.00954806,-0.0125926,0.11159,
-0.293445,-0.345082,0.0461601,0.00972126,-0.0128138,0.1136,
-0.299667,-0.3515,0.0470627,0.00991375,-0.0130623,0.115808,
-0.311217,-0.367243,0.0490107,0.0103447,-0.0136023,0.119816,
-0.316964,-0.373231,0.0498506,0.0105237,-0.0138333,0.121814,
-0.324704,-0.381006,0.0509697,0.0107624,-0.0141405,0.124233,
-0.334394,-0.390389,0.0523272,0.0110518,-0.0145173,0.126823,
-0.34984,-0.40422,0.0544585,0.0116287,-0.014946,0.136313,
-0.354875,-0.409268,0.055179,0.0117824,-0.0151445,0.138045,
-0.36096,-0.415567,0.056064,0.0119708,-0.0153888,0.140039,
-0.36941,-0.423855,0.0572732,0.0122258,-0.0157211,0.142197,
-0.39111,-0.44577,0.0603599,0.0128978,-0.0165767,0.14842,
-0.397386,-0.452256,0.0612717,0.0130919,-0.0168284,0.150428,
-0.403401,-0.458312,0.0621301,0.0132756,-0.0170648,0.152506,
-0.411077,-0.46577,0.0632156,0.0135087,-0.0173642,0.154754,
-0.417549,-0.472334,0.0641415,0.0137061,-0.0176199,0.156821,
-0.425788,-0.480678,0.0653334,0.0139603,-0.0179479,0.159183,
-0.437065,-0.496115,0.0672311,0.0143806,-0.0184755,0.162713,
-0.450648,-0.51428,0.0694811,0.0148767,-0.019101,0.167461,
-0.472946,-0.537625,0.072693,0.0155736,-0.0199922,0.174432,
-0.493614,-0.558175,0.0756137,0.016181,-0.0208035,0.183295,
-0.508098,-0.577022,0.0779833,0.0167016,-0.0214625,0.188289,
-0.522112,-0.595556,0.0802916,0.0172064,-0.0221026,0.193194,
-0.536521,-0.61468,0.0826755,0.0177343,-0.022767,0.198188,
-0.559707,-0.638942,0.0860427,0.0184652,-0.023697,0.205468,
-0.574641,-0.658629,0.0885031,0.0190056,-0.0243836,0.21035,
-0.5869,-0.671481,0.0902885,0.0193907,-0.0248807,0.214342,
-0.627683,-0.736171,0.097774,0.0210762,-0.0269662,0.226043,
-0.664479,-0.795186,0.104597,0.0226198,-0.0288758,0.237885,
-0.702087,-0.855168,0.111538,0.0241901,-0.0308177,0.250211,
-0.714311,-0.867647,0.113299,0.0245735,-0.0313094,0.254313,
-0.730289,-0.888355,0.115917,0.025151,-0.0320416,0.259436,
-0.754393,-0.929682,0.120583,0.0262481,-0.0333461,0.266249,
-0.770751,-0.953328,0.123437,0.0268903,-0.0341473,0.270884,
-0.780957,-0.963117,0.124854,0.0271985,-0.0345428,0.273904,
-0.790358,-0.9721,0.126152,0.0274792,-0.0349067,0.276643,
-0.80044,-0.981698,0.127544,0.0277794,-0.0352969,0.279701,
-0.810073,-0.990613,0.128855,0.0280644,-0.0356636,0.282933,
-0.820514,-1.00085,0.130333,0.0283849,-0.0360782,0.286163,
-0.830282,-1.01001,0.131677,0.0286767,-0.0364555,0.288981,
-0.840644,-1.01987,0.133117,0.0289918,-0.0368587,0.292044,
-0.85101,-1.02974,0.134556,0.0293033,-0.0372616,0.295022,
-0.861481,-1.04005,0.13604,0.0296249,-0.0376766,0.298026,
-0.871559,-1.04984,0.137455,0.0299325,-0.0380735,0.3008,
-0.88245,-1.06054,0.138996,0.0302682,-0.0385053,0.303894,
-0.892614,-1.07052,0.140433,0.0305796,-0.0389077,0.306635,
-0.903005,-1.08061,0.141892,0.0308959,-0.0393171,0.309619,
-0.912907,-1.08992,0.143262,0.0311934,-0.0397007,0.31234,
-0.923435,-1.10017,0.144751,0.0315176,-0.0401183,0.315139,
-0.937781,-1.11308,0.146682,0.0319399,-0.040664,0.317965,
-0.954415,-1.12683,0.14882,0.0324037,-0.0412596,0.322116,
-0.967108,-1.13823,0.150525,0.0327752,-0.0417392,0.325503,
